path,level1_response,main_category,main_category_id,level2_response,subcategory,subcategory_id,level3_response,specific_pose,specific_pose_id,true_class_id,true_class_name
Akarna_Dhanurasana/16.jpg,"Description: The person is lying on their back with legs and arms extended in a wide split position, feet reaching towards their head, and hands touching the feet. This pose involves minimal elevation from the ground and appears to be a deep stretch.

Main Category: 4. Reclining",Reclining,4,"Description: The individual is lying on their side, with one arm extended overhead and the other leg bent while the other leg is stretched out parallel to the ground.

Subcategory: 15. Reclining - Side facing",Reclining - Side facing,15,"Description: The pose features the individual reclining on their side with both legs bent and the top leg extended towards the opposite side while the bottom leg supports the weight. The upper arm is extended outwards, and the gaze is directed downward.

Specific Pose: 67. Tortoise Pose",Tortoise Pose,67,0,Akarna Dhanurasana
Akarna_Dhanurasana/95.jpg,"Description: The person is seated with one leg extended and the other bent. They are reaching forward with one hand while extending the other hand towards the back of the head, maintaining balance.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one leg extended to the side and the other leg bent at a right angle, reaching towards the bent knee with both hands.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The image shows an elderly person performing a seated stretch with one leg bent and the other leg extended, while using both hands grasp the bent leg and pull it toward the chest. 

Specific Pose: 58. Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/263.jpg,"Description: The person is lying on their back on the ground and stretching their arms above their head while holding their feet.

Main Category: 4. Reclining",Reclining,4,"Description: The individual is in a reclining position on the back with one leg raised up and the hands holding the foot, typical of a seated forward extension but laid back in a relaxed recline.

Subcategory: 16. Reclining - Plank balance",Reclining - Plank balance,16,"Description: The individual is lying down on the back with legs and arms extended, supporting the upper body with palms facing down and elbows bent. It is a balanced and stationary pose lying on back with arm strength in a plank.
Specific Pose: Upward Facing Two-Foot Staff Pose",Staff Pose,59,0,Akarna Dhanurasana
Akarna_Dhanurasana/110.jpg,"Description: The image is a sequence of colorful vertical bars. There are no human figures, body positions, or orientations visible.

Main Category: N/A",N/A,Bilinmiyor,"Description: N/A
Subcategory: N/A",N/A,Bilinmiyor,"Description: This image shows a vertical color bar pattern, with various distinct colors, but doesn't provide any any visual cues related to yoga poses.
Specific Pose: N/A",N/A,Bilinmiyor,0,Akarna Dhanurasana
Akarna_Dhanurasana/21.jpg,"Description: The person is seated on the ground/mat with one hand holding the foot while extending the other arm forward and leg backward, creating a stretch across the body.

Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg extended forward and the other bent, holding the foot while stretching, with one arm extended towards the opposite hand.  
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person is seated on one knee with the other leg bent high while holding both feet, demonstrating a balance and flexibility exercise that targets the hips and lower back.

Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/55.jpg,"Description: The person is seated on the ground with one leg bent over the opposite knee in a deep stretch, with one hand holding the big toe and the other hand placed on the head.

Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg stretched forward and the other leg bent over the opposite knee, with both hands holding the foot of the bent leg.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The image shows a person sitting on the wooden floor in a yoga pose. They are stretching their arms and leg, with one leg extended out and the other bent at the knee. The torso is leaning slightly forward to balance the stretch.
Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/34.jpg,"Description: The person is seated on the ground with one leg extended forward, the other is bent with the sole of the foot brought close to the opposite thigh. The arms are reaching towards the extended foot with one hand holding the foot and the other supporting the head with both hands. The body is leaning to one side, indicating a stretch or balance posture.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one leg extended forward and the other leg bent out to the side, with the foot of the bent leg reaching toward their hand on the extended leg, the back is arched and hands placed beyond the bent knee pulling it closer.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This yoga pose involves sitting with one leg extended forward and the other bent, resting the foot on the opposite thigh. The torso leans forward, with the arms reaching extended, and one hand gripping the other foot. This pose stretches the hamstrings, hips, and inner thighs.

Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/107.jpg,"Description: The person is sitting on the ground with one leg stretched out, the other other bent, and the arms reaching behind the back. This pose involves a seated position with the spine upright and body twisted.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting with one leg extended forward and the other leg bent to the side, reaching the bent knee with their hand. The torso is twisted towards the extended leg.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This is a yoga pose where the person is sitting on a mat on a grassy field with their legs wide apart and extended to the sides, and one they are holding their feet with their hands, stretching their back. This pose emphasizes balance, flexibility, and stability.

Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/92.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Akarna_Dhanurasana/92.jpg',,,,,,,,,0,Akarna Dhanurasana
Akarna_Dhanurasana/39.jpg,"Description: The person is seated on the ground on a mat, with one leg bent and the foot held near the opposite elbow, while the other arm supports the head.

Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with one leg bent over the opposite knee, hands grasping the bent foot, and one arm resting on the head.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: A split pose where the individual is sitting with one leg extended to the side and the other leg bent forward to the ground in front, creating a wide angle with the legs apart. The torso remains upright, and the hands are often used to balance or support the posture.
Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/680.jpg,"Description: The person is seated on the ground with one leg extended and the other bent. The torso is twisted, and one arm supports the body while the other reaches back to grasp the foot.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one leg extended forward and the other bent, stretching both arms to grab the extended foot. 

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The individual is sitting with legs extended in a split position, reaching one hand behind them to grasp the opposite foot while the other hand supports themselves on the mat. This pose highlights flexibility in both the hips and hamstrings.

Specific Pose: 58. Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/87.jpg,"Description: The person is seated on the ground, extending one leg out while holding the same foot with both hands and bending the other leg, bringing the knee towards the opposite shoulder.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one leg extended and the other leg bent at the knee, with the foot held by one hand. The body is leaning backward with support from the other hand on the extended leg's.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person is seated with both legs extended and apart, each foot held by the opposite hand. The body leans forward, often the torso is parallel to the ground.

Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Akarna_Dhanurasana/160.jpg,"Description: The person is sitting on the ground with one leg extended and the other bent, reaching towards their extended foot. The body is in a squatting position with one arm extended forward and the other reaching back.

Main Category: 1. Sitting",Sitting,1,Subcategory: Sitting - Split,Sitting - Split,6,"Description: The individual is sitting on one leg with the other leg extended to the side, bent at the knee, while holding the extended leg’s ankle with one hand. The torso is upright. 

Specific Pose: Split Pose",Split Pose,58,0,Akarna Dhanurasana
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/40.jpg,"Description: The person is sitting on the ground with legs crossed and hands resting on the legs. They are in a relaxed seated position.

Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with one leg bent forward and the other leg bent behind, hands resting on the ground or leg for support, and maintaining a straight back.

Subcategory: 4. Sitting - Normal (legs in front)",4. Sitting - Normal (legs in front),Bilinmiyor,"Description: This pose involves sitting cross-legged with the legs in front and hands resting on the knees or thighs.
Specific Pose: Sukhasana (Easy Pose)",Sukhasana (Easy Pose),Bilinmiyor,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/8.jpg,"Description: The person is seated on the ground with legs spread apart and crossed at the ankles, hands resting on the shins, and spine straight.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with both legs extended outwards, hands resting on the thighs, and the body positioned upright in front of the legs.

Subcategory: 4. Sitting - Normal (legs in front)",4. Sitting - Normal (legs in front),Bilinmiyor,"Description: The person is seated with legs extended forward and feet flexed, bringing the left foot to rest on the right thigh while maintaining a stable sitting position with hands placed in front for balance.

Specific Pose: Easy Pose (Sukhasana)",Easy Pose (Sukhasana),Bilinmiyor,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/635.jpg,"Description: The person is seated with one leg bent over the opposite knee and hands reaching around the lifted leg, maintaining a seated posture.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting cross-legged with their knees bent upwards and hands clasped behind them, looking sideways.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This is a seated yoga pose where the individual sits on the ground with legs spread wide apart, and arms clasped around one leg, pulling it in toward the chest while the other leg remains extended on the ground, commonly known as the 'Split Pose'.

Specific Pose: Split Pose",Split Pose,58,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/126.jpg,"Description: The person is sitting on the ground with legs extended to one side in a seated position. The body is upright and weight is primarily on the sitting legs and hands.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with legs bent to the side, feet resting inside side of the other leg, and hands placed behind for support.

Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The person is sitting with legs crossed and feet tucked towards the body, hands resting on the mat for support. The back is straight, and the sit is upright.
Specific Pose: Easy Sitting Pose",Easy Sitting Pose,57,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/139.jpg,"Description: The person is sitting on a mat with their legs crossed and body turned to the side. They are stretching one leg, with one arm reaching back to hold the foot or ankle.

Main Category: 1. Sitting",Sitting,1,Subcategory: 6. Sitting - Split,Sitting - Split,6,"Description: The person is seated on one knee with the other leg bent backward, hand reaching to the foot, typical of a Split Pose.
Specific Pose: Split Pose",Split Pose,58,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/499.jpg,"Description: The person is seated on the ground with legs crossed and hands resting on the mat, one hand on the knee and the other on the ground beside the leg. The spine is straight.
Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with one leg folded in front and the other leg bent behind, with hands resting on the knee and floor respectively.

Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The individual is sitting with legs stretched out in front of them, feet touching, knees grounded, and hands placed on either side of their legs. The upper body is upright, and the person appears relaxed.

Specific Pose: Easy Sitting Pose",Easy Sitting Pose,57,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/444.jpg,"Description: The person is seated on the ground with one leg extended and the other bent, holding the foot with one hand. The other arm is extended for support. The body is twisting towards one side.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting with one leg extended forward and the other pulled back, holding the foot. The torso is twisted towards the extended leg.

Subcategory: 8. Sitting - Twist",Sitting - Twist,8,"Description: The person is sitting on the floor with one leg extended and the other leg bent at the knee, pulled towards the chest. Their arms are wrapped around the extended leg, pulling it towards their body, creating a twist.

Specific Pose: 37. Intense Side Stretch Pose",Intense Side Stretch Pose,36,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/439.jpg,"Description: The person is seated on the ground with one leg stretched out and the other bent, holding their foot with one hand, with the other hand reaching towards the ground. The torso is twisted slightly.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting with one knee up and the other knee behind, holding the ankle of the bent leg with both hands while the other hand supports the body on the ground. The torso is leaning towards the bent knee.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This pose involves sitting on one buttock, extending the other leg straight out on the floor, and folding the other leg upward, holding the foot with one hand while twisting the torso towards the extended leg. The hips are grounded and the back is straight.

Specific Pose: Split Pose",Split Pose,58,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/239.jpg,"Description: The person is lying on the ground with knees bent upwards, and arms stretched above the head.

Main Category: 4. Reclining",Reclining,4,"Description: The person is lying on their back with their legs raised and bent at the knees, and their arms are extended upwards.

Subcategory: 14. Reclining - Down-facing",Reclining - Down-facing,14,"Description: The person is lying on their back with their legs and arms extended upwards and slightly apart, while appearing to relax.
Specific Pose: 9. Child Pose",Child Pose,9,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/215.jpg,"Description: The person is kneeling with their back leaned back against the floor, holding their legs extended backward with their hands. Their torso is lifted off the ground, forming an inverted V-shape.

Main Category: 3. Inverted",Inverted,3,"Description: The individual is in an inverted position with their legs extended straight upwards and hands supporting the thighs.

Subcategory: 11. Inverted - Legs straight up",Inverted - Legs straight up,11,"Description: The person is lying on their back with their legs straight up in the air, held by their hands and elbows. Their back is arched, forming an inverted V shape.

Specific Pose: Shoulder Stand Pose",Shoulder Stand Pose,64,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/107.jpg,"Description: The person is lying on their back with knees bent and feet flat on the mat, hands reaching toward the legs.

Main Category: 4. Reclining",Reclining,4,"Description: The woman's upper body is slightly reclined with legs lifted and bent at the knees. Her arms are extended between her legs.

Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Descriptionpiction: This is a yogi lying on their back with legs elevated and bent at a 90-degree angle. The arms are extended forward with palms facing each other and fingers pointing towards the opposite leg. The gaze is directed upwards, enhancing relaxation posture.

Specific Pose: 48. Reclining Hand-to-Big-Toe Pose",Reclining Hand-to-Big-Toe Pose,48,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/546.jpg,"Description: The person is lying back with their hips elevated, supporting their body weight on their arms with legs extended and feet pointing up. Their torso is off the mat, forming an inverted V-shape.

Main Category: 3. Inverted",Inverted,3,"Description: The individual has their legs extended straight up while lying on their back.

Subcategory: 11. Inverted - Legs straight up",Inverted - Legs straight up,11,"Description: The specific yoga pose involves participants sitting on a mat with their legs extended straight up in the air, and their arms reaching out in front of them. The torso is leaned back slightly, balancing in a horizontal position from the hip, with feet pointed upward.

Specific Pose: 51. Scorpion Pose",Scorpion Pose,51,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/429.jpg,"Description: The person is lying on their back with arms extended overhead and legs straight. They are on a yoga mat.
Main Category: 4. Reclining",Reclining,4,"Description: The individual is lying on their back with arms extended overhead and legs straight, forming a relaxed, open posture.
Subcategory: 14. Recline - Down-facing",14. Recline - Down-facing,Bilinmiyor,"Description: The person is lying on their back with their legs extended straight up in the air, hands palms up, near the head, and head tilted back. The posture appears to focus on extending and opening the body.
Specific Pose: Reclining Super Soldier Pose",Reclining Super Soldier Pose,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/170.jpg,"Description: The person is seated on the ground with one leg lifted toward their torso while holding it with both hands, supporting themselves with their hands on the ground.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one knee bent and foot placed on the opposite thigh, with the other leg extended forward in a seated position. Their hands assist in stabilizing the leg on the thigh, showcasing a forwardward bend.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The individual is sitting with one leg stretched out and the other bent, with their hand grasping the extended foot, leaning slightly forward the bent leg. This pose requires balancing on one leg while extending the other, commonly seen in split variations.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
